,Player,final_team,Pos,G,MP,PER,TS%,3PAr,TRB%,USG%,OWS,DWS,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
85,Gorgui Dieng,MEM,C,0.9438943894389439,0.47286271727562956,0.45742309407044146,0.48148148148148134,0.1923076923076923,0.5599820948970456,0.27175572519083974,0.3249619482496195,0.3516068052930057,0.29,0.1,0.13,0.44,0.45,0.25,0.25,0.47,0.54,0.52,0.16,0.57,0.42,0.3,0.47,0.29
86,Spencer Dinwiddie,BRK,SG,0.6171617161716172,0.6651294785384888,0.424877396344182,0.4074074074074076,0.5384615384615384,0.11727842435094005,0.47633587786259546,0.4018264840182649,0.2627599243856333,0.55,0.4,0.53,0.36,0.4,0.49,0.54,0.1,0.17,0.12,0.64,0.29,0.11,0.47,0.35,0.5
87,Luka Doncic,DAL,PG,0.12211221122112212,0.8634267470734303,0.773071778867588,0.4444444444444447,0.5512820512820512,0.4794091316025067,0.9057251908396947,0.47336377473363783,0.5047258979206048,0.92,0.54,0.76,0.62,0.62,0.69,0.81,0.22,0.63,0.5,0.75,0.38,0.08,0.86,0.2,0.84
88,Damyean Dotson,NYK,SG,0.22772277227722773,0.411493437389145,0.2278198840838163,0.3333333333333335,0.6282051282051282,0.18979409131602507,0.282824427480916,0.20243531202435314,0.13043478260869565,0.44,0.46,0.55,0.24,0.28,0.11,0.1,0.06,0.25,0.18,0.19,0.38,0.06,0.19,0.18,0.32
89,Goran Dragic,MIA,PG,0.7227722772277227,0.8087974459028024,0.4814979937583594,0.4074074074074076,0.3974358974358974,0.1557743957027753,0.583969465648855,0.37899543378995443,0.4026465028355387,0.62,0.34,0.41,0.52,0.58,0.34,0.37,0.12,0.19,0.15,0.56,0.33,0.06,0.56,0.29,0.52
90,Andre Drummond,CLE,C,0.9240924092409241,0.8527846754168146,0.7195720017833259,0.3333333333333335,0.02564102564102564,1.0,0.5152671755725191,0.36073059360730597,1.0,0.52,0.0,0.03,0.77,0.76,0.3,0.54,1.0,0.95,1.0,0.13,0.71,0.47,0.51,0.41,0.46
91,Jared Dudley,LAL,SF,0.6633663366336634,0.3834693153600567,0.16495764600980833,0.48148148148148134,0.7692307692307692,0.20680393912265,0.06488549618320608,0.2503805175038052,0.223062381852552,0.14,0.34,0.39,0.1,0.09,0.09,0.09,0.1,0.27,0.2,0.24,0.38,0.11,0.23,0.45,0.16
92,Kris Dunn,CHI,PG,0.43234323432343236,0.561191912025541,0.24119482835488187,0.11111111111111102,0.30769230769230765,0.20232766338406444,0.31412213740458017,0.10806697108066972,0.31568998109640833,0.4,0.18,0.23,0.37,0.48,0.11,0.13,0.08,0.28,0.19,0.57,0.9,0.17,0.51,0.59,0.25
93,Wayne Ellington,NYK,SG,0.6864686468646864,0.5172046825115288,0.23985733392777533,0.4074074074074076,0.9102564102564101,0.11145926589077887,0.28664122137404585,0.2625570776255708,0.19659735349716448,0.44,0.68,0.78,0.06,0.11,0.09,0.06,0.06,0.16,0.1,0.1,0.38,0.06,0.09,0.1,0.34
94,Joel Embiid,PHI,C,0.37293729372937295,0.7782901738205037,0.8399465002229157,0.5185185185185185,0.2692307692307692,0.7676812891674126,0.9148854961832062,0.393455098934551,0.6219281663516069,0.89,0.26,0.37,0.89,0.89,0.89,0.96,0.51,0.9,0.79,0.31,0.29,0.58,0.84,0.51,0.89
95,James Ennis,ORL,SF,0.6237623762376238,0.437034409365023,0.2532322781988408,0.48148148148148134,0.5769230769230769,0.2694717994628469,0.17519083969465649,0.23592085235920854,0.17958412098298676,0.22,0.28,0.37,0.21,0.19,0.2,0.2,0.29,0.24,0.25,0.09,0.33,0.14,0.21,0.47,0.23
96,Dante Exum,CLE,SG,0.20132013201320131,0.28946434905995033,0.18814088274632193,0.3333333333333335,0.4358974358974359,0.14726947179946287,0.34961832061068704,0.16666666666666669,0.17013232514177695,0.36,0.22,0.32,0.32,0.36,0.26,0.27,0.14,0.17,0.14,0.35,0.29,0.11,0.49,0.45,0.29
97,Derrick Favors,NOP,C,0.7260726072607261,0.6342674707343029,0.6072224699063754,0.5185185185185185,0.07692307692307691,0.5971351835273053,0.37175572519083966,0.4185692541856926,0.5803402646502837,0.43,0.02,0.06,0.7,0.64,0.25,0.32,0.65,0.51,0.58,0.11,0.38,0.44,0.26,0.31,0.41
98,Cristiano Felicio,CHI,PF,0.45544554455445546,0.2252571833983682,0.3695942933571111,0.5925925925925926,0.02564102564102564,0.5434198746642793,0.12862595419847325,0.25570776255707767,0.14555765595463138,0.14,0.0,0.02,0.41,0.36,0.22,0.26,0.73,0.45,0.54,0.1,0.19,0.14,0.23,0.43,0.2
99,Terrance Ferguson,OKC,SF,0.31353135313531355,0.4331323164242639,0.0,0.3333333333333335,0.9102564102564101,0.020590868397493283,0.016793893129770972,0.20547945205479456,0.21550094517958415,0.12,0.34,0.45,0.01,0.02,0.02,0.01,0.1,0.02,0.02,0.05,0.29,0.08,0.09,0.57,0.09
100,Yogi Ferrell,SAC,PG,0.504950495049505,0.42249024476764807,0.2759696834596522,0.37037037037037057,0.5769230769230769,0.11011638316920325,0.3076335877862595,0.24048706240487067,0.18147448015122872,0.39,0.38,0.48,0.24,0.29,0.17,0.15,0.06,0.17,0.11,0.35,0.38,0.06,0.26,0.22,0.31
101,Dorian Finney-Smith,DAL,PF,0.5214521452145214,0.5643845335225257,0.18279090503789566,0.3333333333333335,0.6923076923076923,0.2846911369740376,0.12824427480916029,0.25570776255707767,0.31379962192816635,0.2,0.32,0.41,0.14,0.13,0.1,0.1,0.37,0.27,0.29,0.11,0.33,0.17,0.16,0.33,0.17
102,Bryn Forbes,SAS,SG,0.5445544554455446,0.4703795672224192,0.1836825679893001,0.4074074074074076,0.6923076923076923,0.07251566696508507,0.3,0.26027397260273977,0.19092627599243855,0.43,0.54,0.59,0.2,0.24,0.11,0.09,0.02,0.13,0.08,0.19,0.19,0.0,0.16,0.22,0.35
103,Evan Fournier,ORL,SG,0.8415841584158416,0.8378857750975524,0.37851092287115473,0.48148148148148134,0.5384615384615384,0.0881826320501343,0.4881679389312977,0.33866057838660585,0.32892249527410206,0.59,0.48,0.55,0.41,0.44,0.28,0.29,0.04,0.13,0.09,0.29,0.38,0.03,0.35,0.29,0.5
104,De'Aaron Fox,SAC,PG,0.35973597359735976,0.7729691379921958,0.46054391440035675,0.2962962962962964,0.2692307692307692,0.13876454789615042,0.6019083969465648,0.2595129375951294,0.3459357277882798,0.64,0.22,0.29,0.62,0.7,0.41,0.5,0.08,0.18,0.13,0.67,0.67,0.14,0.63,0.31,0.53
105,Tim Frazier,DET,PG,0.5445544554455446,0.32139056402979777,0.23004904146232724,0.18518518518518517,0.41025641025641024,0.18128916741271264,0.20839694656488547,0.19939117199391174,0.15689981096408318,0.22,0.2,0.25,0.22,0.29,0.18,0.19,0.16,0.21,0.18,0.77,0.52,0.06,0.51,0.45,0.17
